product_id,category,brand,product_name,ingredient,product_rating
E160,에센스/세럼/앰플,빌리프,뉴메로 10 에센스,"정제수, 글리세린, 변성알코올, 다이프로필렌글라이콜, 부틸렌글라이콜, 1,2-헥산다이올, 트레할로오스, 바위손추출물*, 귀리커넬추출물+, 포트마리골드꽃추출물+, 개박하추출물+, 라즈베리잎추출물+, 와일드인디고뿌리추출물+, 별꽃추출물+, 레이디스맨틀잎추출물**, 삼색제비꽃추출물**, 다마스크장미꽃추출물**, 메도우스위트꽃추출물**, 마시멜로뿌리추출물**, 베타인, 판테놀, 아이리쉬모스추출물, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 피이지-40하이드로제네이티드캐스터오일, 옥틸도데세스-16, 카보머, 글리세릴아크릴레이트/아크릴릭애씨드코폴리머, 소듐폴리아크릴레이트, 트로메타민, 트라이소듐이디티에이, 오렌지껍질오일++, 라임전초오일++, 로즈마리잎오일++, 센티드제라늄꽃오일++, 리모넨, 시트로넬올, 제라니올, 시트랄, 리날룰 (*표시: 부활초 추출물, +표시: Napiers original formula, **표시: Napiers moisture formula, ++표시: 식물 유래 향)",4.9
E161,에센스/세럼/앰플,라로슈포제,에빠끌라 울트라 컨센트레이티드 세럼,정제수 변성알코올 글리세린 프로판다이올 나이아신아마이드 락틱애씨드 하이드록시에틸피페라진에탄설포닉애씨드 하이드록시아세토페논 소듐하이드록사이드 하이드록시프로필구아 살리실릭애씨드 파이틱애씨드,4.7
E163,에센스/세럼/앰플,유세린,이븐래디언스 듀오 앰플,"정제수,부틸렌글라이콜,나이아신아마이드,1,2-헥산다이올,프로판다이올,잔탄검,하이드로제네이티드레시틴,폴리글리세릴-10올리에이트,카보머,트로메타민,스페인감초뿌리추출물,에틸헥실글리세린,세틸알코올,다이소듐이디티에이,토코페롤",4.7
E195,에센스/세럼/앰플,NDP,베베바이옴 생기탄력 세럼,"효모/자일리눔/홍차발효물, 정제수, 프로판다이올, 글리세린, 부틸렌글라이콜, 카프릴릭/카프릭트라이글리세라이드, 펜틸렌글라이콜, 1,2-헥산다이올, 아이소노닐아이소노나노에이트, 베타인, 아이소펜틸다이올, 락토바실러스발효물, 바실러스발효물, 당근추출물, 베타-카로틴, 당근씨오일, 아데노신, 버지니아풍년화수, 녹차추출물, 병풀추출물, 로즈마리추출물, 캐모마일꽃추출물, 호장근뿌리추출물, 황금추출물, 소듐하이알루로네이트, 검은뽕나무열매추출물, 구기자추출물, 비치스트로베리추출물, 불가리스매자열매추출물, 카놀라오일, 에틸헥실글리세린, 캐스터오일/아이피디아이코폴리머, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 해바라기씨오일, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 알지닌, 소듐폴리아크릴레이트, 시트릭애씨드, 토코페릴아세테이트, 카프릴릴글라이콜",4.9
E227,에센스/세럼/앰플,성분에디터,그린토마토 NMN 포어 리프팅 앰플 더블,"토마토수(680,000 ppm), 정제수, 부틸렌글라이콜, 글리세린, 자일리톨, 1,2-헥산다이올, 다이프로필렌글라이콜, 나이아신아마이드, 니코틴아마이드모노뉴클레오타이드(10,000 ppm), 트레할로오스, 잔탄검, 카보머, 페닐트라이메티콘, 트로메타민, 알란토인, C12-13알케스-9, 폴리메틸실세스퀴옥세인, 소듐시트레이트, 에틸헥실글리세린, 잇꽃꽃추출물, 메틸다이하이드로자스모네이트, 다이포타슘글리시리제이트, 아데노신, 다이소듐이디티에이, 치자추출물, 덱스트린, 토마토추출물(200 ppm), 에틸렌브라실레이트, 글루코노락톤, 판테놀, 2-t-부틸사이클로헥실아세테이트, 칡뿌리추출물, 달맞이꽃꽃추출물, 대왕소나무잎추출물, 당느릅나무뿌리추출물, 피브로넥틴, 니코틴아마이드아데닌다이뉴클레오타이드, 소듐하이알루로네이트, 아데노신트라이포스페이트, 하이드로제네이티드레시틴, 하이드롤라이즈드하이알루로닉애씨드, 하이알루로닉애씨드, 소듐하이알루로네이트크로스폴리머, 하이드록시프로필트라이모늄하이알루로네이트, 하이드로제네이티드폴리아이소부텐, 벤질글라이콜, 세라마이드엔피, 토코페롤, 하이드롤라이즈드엘라스틴, 폴리글리세릴-10라우레이트, 데이지꽃추출물, 수용성프로테오글리칸, 유채스테롤, 토마토즙(0.1 ppm), 토마토열매/잎/줄기추출물(0.1 ppm), 페네틸알코올, 하이드롤라이즈드콜라겐, 라즈베리케톤, 피토스테릴/베헤닐/옥틸도데실라우로일글루타메이트, 콜레스테롤, 라이소레시틴, 올레익애씨드, 글라이코사미노글리칸, 소듐클로라이드, 포타슘포스페이트, 포타슘클로라이드, 다이소듐포스페이트, 하이드롤라이즈드식물성단백질, 지모뿌리추출물, 라이코펜, 콜라겐추출물, 리날릴아세테이트, 에틸리날룰, 유칼립톨, 메틸렌다이옥시페닐메틸프로판알, 헥세닐아세테이트, 2,4-다이메틸-3-사이클로헥신카복스알데하이드, 3-헥센올",4.8
E197,에센스/세럼/앰플,센텔리안24,마데카 분말 티트리 에이씨,"(본품)센텔리안24 마데카 분말 티트리 에이씨 정제수, 글리세린, 실리카실릴레이트, 폴리메틸실세스퀴옥세인, 비닐다이메티콘/메티콘실세스퀴옥세인크로스폴리머, 나이아신아마이드, 보론나이트라이드, 알란토인, 잇꽃꽃추출물, 치자추출물, 마데카식애씨드(2,000 ppm), 아시아티코사이드, 아시아틱애씨드, 녹차추출물, 커피콩추출물, 병풀잎추출물, 오카무라큰실말추출물, 흰버드나무껍질추출물, 베르가모트잎추출물, 소나무잎추출물, 티트리잎오일(500 ppm), 감나무잎추출물, 워터민트추출물, 포도추출물, 호장근뿌리추출물, 밤껍질추출물, 초피나무열매추출물, 삼나무잎추출물, 연꽃잎추출물, 로즈마리잎오일, 덱스트린, 다이메티콘, 시트릭애씨드, 아데노신, 부틸렌글라이콜, 1,2-헥산다이올, 다이프로필렌글라이콜, 데실글루코사이드, 병풀즙, 에틸헥실글리세린, 효모발효여과물, 데하이드로아세틱애씨드, 소듐벤조에이트, 살리실릭애씨드, 리모넨 (추가구성)센텔리안24 마데카 겔 세럼 히알론 듀 정제수, 펜틸렌글라이콜, 글리세린, 메틸글루세스-20, 메틸프로판다이올, 나이아신아마이드, 수레국화꽃수, 부틸렌글라이콜, 폴리글리세린-3, 냉초추출물, 더위지기추출물, 아시아티코사이드, 아시아틱애씨드, 마카뿌리추출물, 라케모사승마뿌리추출물, 흰무늬엉겅퀴추출물, 사이아노코발아민, 알지닌, 카페인, 말토덱스트린, 레스베라트롤, 타우린, 다시마추출물, 한련초잎추출물, 병풀추출물, 마데카식애씨드(200 ppm), 카바카바잎/뿌리/줄기추출물, 인삼열매추출물, 하이드로제네이티드레시틴, 센티드제라늄꽃오일, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, C12-14Sec-알케스-12, 소듐폴리아크릴레이트, 다이프로필렌글라이콜, 옥틸도데세스-16, 에톡시다이글라이콜, 하이드록시아세토페논, 글리세릴폴리메타크릴레이트, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 트로메타민, 잔탄검, 아데노신, 하이드롤라이즈드하이알루로닉애씨드(61,000 ppb), 카보머, 프룩토올리고사카라이드, 에틸헥실글리세린, 피브이엠/엠에이코폴리머, 베타-글루칸, 옥틸도데칸올, 글라이코리피드, 폴리쿼터늄-51, 1,2-헥산다이올, C12-13알케스-9, 시트로넬올, 제라니올, 리날룰",4.8
E232,에센스/세럼/앰플,에스트라,아토베리어365 하이드로에센스,"정제수, 부틸렌글라이콜, 글리세린, 스쿠알란, 1,2-헥산다이올, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 카보머, 트로메타민, 글리세릴카프릴레이트, 에틸헥실글리세린, 다이소듐이디티에이, 낫토검, 스테아릭애씨드, 하이드록시프로필비스팔미타마이드엠이에이, 만니톨, 피씨에이, 락틱애씨드, 글루코오스, 글라이신, 우레아, 소듐글리세로포스페이트, 세린, 글루타믹애씨드, 토코페롤, 아크릴레이트/암모늄메타크릴레이트코폴리머, 포타슘마그네슘아스파테이트, 아스파틱애씨드, 류신, 소듐클로라이드, 알라닌, 라이신, 알지닌, 칼슘글루코네이트, 마그네슘글루코네이트, 타이로신, 페닐알라닌, 프롤린, 트레오닌, 발린, 아이소류신, 시트릭애씨드, 콜레스테롤, 히스티딘, 실리카, 아세틸글루코사민, 크레아틴, 우릭애씨드, 시스테인, 메티오닌",4.8
E233,에센스/세럼/앰플,마녀공장,갈락토미 나이아신 투명광채 에센스,"갈락토미세스발효여과물(56.78%), 부틸렌글라이콜, 나이아신아마이드(2%), 글리세린, 1,2-헥산다이올, 스타아니스추출물, 황금추출물, 소듐하이알루로네이트, 정제수, 버지니아풍년화추출물",4.7
E234,에센스/세럼/앰플,라로슈포제,히알루B5 세럼,"정제수, 글리세린, 변성알코올, 프로필렌글라이콜, 판테놀, 펜틸렌글라이콜, 디메치콘, 피이지-6카프릴릭/카프릭글리세라이드, 피피지-6-데실테트라데세스-30, 글리세릴이소스테아레이트, 마데카소사이드, 소듐하이알루로네이트, 암모늄폴리아크릴로일디메칠타우레이트, 디소듐이디티에이, 하이드롤라이즈드하이알루로닉애씨드, 카프릴릴글라이콜, 시트릭애씨드, 잔탄검, 부틸렌글라이콜, 토코페롤, 페녹시에탄올, 향료",4.8
E235,에센스/세럼/앰플,바이오더마,하이드라비오 에센스로션,"정제수, 메틸프로판다이올, 나이아신아마이드, 피피지-26-부테스-26, 피이지-40하이드로제네이티드캐스터오일, 소듐피씨에이, 다이소듐이디티에이, 살리실릭애씨드, 하이드록시에틸셀룰로오스, 만니톨, 소듐시트레이트, 토코페릴아세테이트, 자일리톨, 헥실데칸올, 세트리모늄브로마이드, 향료, 벤조트라이아졸릴도데실p-크레솔, 람노오스, 소듐하이드록사이드, 사과씨추출물, 유채스테롤, 토코페롤",4.8
E236,에센스/세럼/앰플,미샤,비타씨플러스 잡티씨 탄력 앰플,"감초뿌리추출물,비타민나무수(24.48%)*,글리세린,메틸프로판다이올,부틸렌글라이콜,나이아신아마이드*,다이에톡시에틸석시네이트,1,2-헥산다이올*, 토코페릴아세테이트,정제수*,에칠아스코빌에텔(15,000ppm)*,비피다발효용해물,트라넥사믹애씨드*,알부틴*,아스코빅애씨드(1.0005ppb)*,아스코빌글루코사이드(0.00025ppb)*,하이드롤라이즈드콜라겐*,세라마이드엔피*,풀러린,팔미토일트라이펩타이드-5,아세틸헥사펩타이드-8, 하이알루로닉애씨드,소듐하이알루로네이트,하이드롤라이즈드하이알루로닉애씨드, 글리세릴글루코사이드, 토코페롤,알란토인,당근추출물,베타-카로틴,라우다이모늄하이드록시프로필하이드롤라이즈드밀단백질*,하이드로제네이티드레시틴*,판테놀,클로렐라 불가리스추출물,돌콩오일,유칼립투스잎오일,라벤더오일,오렌지껍질오일,왕귤껍질오일,소듐폴리아크릴로일다이메틸타우레이트,글루코오스,카프릴릭/카프릭트라이글리세라이드,프룩토올리고사카라이드,프룩토오스,아데노신,에틸헥실글리세린*,시트릭애씨드,폴리쿼터늄-51,소듐파이테이트,소듐시트레이트,카프릴릴글라이콜,다이프로필렌글라이콜*,펜틸렌글라이콜*,피브이피,피토스테롤*,잔탄검,리모넨,리날룰",4.7
E237,에센스/세럼/앰플,에스테덤,셀룰러 워터 에센스,"정제수, 부틸렌글라이콜, 메틸프로판다이올, 피이지-7글리세릴코코에이트, 펜틸렌글라이콜, 피이지-40하이드로제네이티드캐스터오일, 소듐시트레이트, 소듐하이알루로네이트, 시트릭애씨드, 1,2-헥산다이올, 카프릴릴글라이콜, 카르노신, 소듐클로라이드, 잔탄검, 효모추출물, 헥실데칸올, 향료, 프로필렌글라이콜, 아미노에탄설피닉애씨드, 아데노신, 포타슘클로라이드, 소듐바이카보네이트, 다이소듐포스페이트, 마그네슘설페이트, 포타슘포스페이트, 다이소듐아데노신트라이포스페이트, 호스테일켈프추출물, 사과씨추출물, 유채스테롤, 칼슘클로라이드, 토코페롤, 리날룰",4.8
E238,에센스/세럼/앰플,바이오더마,하이드라비오 에센스 로션,"정제수, 메틸프로판다이올, 나이아신아마이드, 피피지-26-부테스-26, 피이지-40하이드로제네이티드캐스터오일, 소듐피씨에이, 다이소듐이디티에이, 살리실릭애씨드, 하이드록시에틸셀룰로오스, 만니톨, 소듐시트레이트, 토코페릴아세테이트, 자일리톨, 헥실데칸올, 세트리모늄브로마이드, 향료, 벤조트라이아졸릴도데실p-크레솔, 람노오스, 소듐하이드록사이드, 사과씨추출물, 유채스테롤, 토코페롤",4.8
E239,에센스/세럼/앰플,라네즈,워터뱅크 블루히알루로닉 세럼,"정제수, 부틸렌글라이콜, 다이프로필렌글라이콜, 글리세린, 스쿠알란, 1,2-헥산다이올, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 프로판다이올, 카보머, 세테아릴알코올, 트로메타민, 폴리글리세릴-3메틸글루코오스다이스테아레이트, 덱스트린, 하이드로제네이티드레시틴, 에틸헥실글리세린, 향료, 글리세릴스테아레이트시트레이트, 다이소듐이디티에이, 베타인, 하이드롤라이즈드하이알루로닉애씨드(0.02%), 베타-글루칸, 자일리틸글루코사이드, 안하이드로자일리톨, 자일리톨, 락토바실러스발효용해물, 글루코오스, 토코페롤, 마그네슘클로라이드, 테트라데실아미노부티로일발릴아미노부티릭우레아트라이플루오로아세테이트, 미역추출물",4.8
E240,에센스/세럼/앰플,아이오페,PDRN 카페인 샷 앰플,"락토바실러스발효용해물(바이오-피디알엔TM)@정제수@프로판다이올@글리세린@나이아신아마이드@부틸렌글라이콜@카페인@다이프로필렌글라이콜@1,2-헥산다이올@다이에톡시에틸석시네이트@글리세릴폴리메타크릴레이트@폴리아크릴레이트크로스폴리머-6@만니톨@에틸헥실글리세린@아데노신@소듐시트레이트@덱스트린@카카오추출물@시트릭애씨드@다이소듐이디티에이@T-부틸알코올@알지닌@사이클로덱스트린@하이드록시프로필사이클로덱스트린@말토덱스트린@잔탄검@베타-글루칸@아세틸테트라펩타이드-11@토코페롤",4.8
E241,에센스/세럼/앰플,시드물,스킨소스 D 판테놀 앰플,"정제수,판테놀(30%),판토락톤,잔탄검,황금추출물,모란뿌리추출물",4.7
E242,에센스/세럼/앰플,라타플랑,미나리 시카트러블 진정 세럼,"미나리추출물, 글리세린, 아이소펜틸다이올, 프로판다이올, 나이아신아마이드, 1,2-헥산다이올, 정제수, 부틸렌글라이콜, 병풀추출물, 무화과추출물, 티트리잎추출물, 히비스커스꽃추출물, 약모밀추출물, 냉초추출물, 더위지기추출물, 케이프알로에잎추출물, 하이드로제네이티드레시틴, 소듐하이알루로네이트, 판테놀, 트로메타민, 카보머, 소듐폴리아크릴레이트, 피브이엠/엠에이코폴리머, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 아데노신, 자일리틸글루코사이드, 다이소듐이디티에이, 메틸프로판다이올, 안하이드로자일리톨, 자일리톨, 글루코오스, 세라마이드엔피, 소듐하이알루로네이트크로스폴리머, 하이드롤라이즈드하이알루로닉애씨드, 하이알루로닉애씨드, 하이드롤라이즈드소듐하이알루로네이트, 에틸헥실글리세린, 펜틸렌글라이콜",4.7
E243,에센스/세럼/앰플,닥터자르트,바이탈 하이드라 솔루션 하이드로 플럼프 트리트먼트 에센스,"정제수, 글리세린, 메틸프로판다이올, 펜틸렌글라이콜, 1,2-헥산다이올, 글리세릴글루코사이드, 사카라이드아이소머레이트, 폴리글리세린-3, 소듐하이알루로네이트, 하이드롤라이즈드식물성단백질, 에틸헥실글리세린, 알란토인, 시트릭애씨드, 잔탄검, 말토덱스트린, 소듐시트레이트",4.8
E244,에센스/세럼/앰플,스킨앤랩,포어베리어 타이트닝 앰플,"정제수, 다이프로필렌글라이콜, 카페인, 글리세린, 나이아신아마이드, 글리세레스-26, 1,2-헥산다이올, 잔탄검, C12-14알케스-12, 폴리글리세릴-10다이아이소스테아레이트, 하이드록시아세토페논, 소듐나프탈렌설포네이트, C12-13알케스-9, 카프릴릴글라이콜, 아데노신, 다이소듐이디티에이, 하이알루로닉애씨드, 덱스트린, 카카오추출물, 판테놀, 부틸렌글라이콜, 에틸헥실글리세린, 다이포타슘글리시리제이트, 레스베라트롤",4.7
E231,에센스/세럼/앰플,스킨앤랩,베리어덤 링거 앰플 더블,"정제수, 프로판다이올, 글리세린, 1,2-헥산다이올, 클로렐라 불가리스추출물, 소듐하이알루로네이트, 락토바실러스발효용해물, 판테놀, 글라이코실트레할로오스, 글루코오스, 부틸렌글라이콜, 하이드로제네이티드스타치하이드롤리세이트, 프룩토올리고사카라이드, 프룩토오스, 폴리쿼터늄-51, 글리세릴글루코사이드, 사카라이드아이소머레이트, 에틸헥실글리세린, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 알란토인, 하이드록시프로필트라이모늄하이알루로네이트, 트로메타민, 덱스트린, 소듐파이테이트, 소듐클로라이드, 베타-글루칸, 글리세릴아크릴레이트/아크릴릭애씨드코폴리머, 사이아노코발아민, 시트릭애씨드, 소듐시트레이트, 소듐바이카보네이트, 칼슘클로라이드, 포타슘크로라이드, 토코페롤, 잔탄검, 치자추출물",5.0
E245,에센스/세럼/앰플,더랩바이블랑두,엑스퍼트루 잡티케어 세럼,"정제수, 부틸렌글라이콜, 스쿠알란, 글리세린, 1,2-헥산다이올, 나이아신아마이드, 메틸프로판다이올, 에칠아스코빌에텔, 베타인, 펜틸렌글라이콜, 알파-비사보롤, 사탕수수추출물, 칸디다 봄비콜라/글루코오스/메틸레이프씨데이트발효물, 아이리쉬모스추출물, 해바라기씨오일, 병풀잎추출물, 하이드로제네이티드레시틴, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 다이포타슘글리시리제이트, 다이프로필렌글라이콜, 하이드록시데실유비퀴논, 마데카소사이드, 아시아티코사이드, 트로메타민, 바이오사카라이드검-4, 베타-글루칸, 소듐다이라우미도글루타미드라이신, 에톡시다이글라이콜, 소듐파이테이트",4.8
E247,에센스/세럼/앰플,VT,산삼 PDRN 에센스 100,"정제수, 아이소프로필미리스테이트, 산양삼추출물, 카프릴릭/카프릭트라이글리세라이드, 세틸에틸헥사노에이트, 글리세린, 프로판다이올, 나이아신아마이드, 폴리글리세릴-2다이폴리하이드록시스테아레이트, 피이지-30다이폴리하이드록시스테아레이트, 폴리글리세릴-3다이아이소스테아레이트, 1,2-헥산다이올, 토코페롤, 하이드록시아세토페논, 해바라기씨오일, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 알지닌, 아데노신, 세라마이드엔피, 바오밥나무씨오일, 다이소듐이디티에이, 하이드로제네이티드레시틴, 알란토인, 스쿠알란, 판테놀, 폴리글루쿠로닉애씨드, 세라마이드엔에스, 세라마이드에이에스, 세라마이드이오피, 세라마이드에이피, 소듐디엔에이",4.8
E248,에센스/세럼/앰플,이즈앤트리,어니언 뉴페어 부스터 샷 2000,"정제수, 다이프로필렌글라이콜, 글리세린, 글리세레스-26, 나이아신아마이드, 올리브오일, 에틸헥실팔미테이트, 양파추출물(1,250 ppm), 1,2-헥산다이올, 부틸렌글라이콜, 솔비탄세스퀴올리에이트, 프로판다이올, 소듐아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머, 세테아릴올리베이트, 하이드록시아세토페논, 비닐다이메티콘, 폴리아이소부텐, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 솔비탄올리베이트, 하이드롤라이즈드해면, 트로메타민, 소듐폴리아크릴레이트, 에틸헥실글리세린, 아데노신, 카프릴릴/카프릴글루코사이드, 솔비탄올리에이트, 옥수수커넬추출물, 다이소듐이디티에이, 소듐하이알루로네이트, 하이알루로닉애씨드, 하이드롤라이즈드하이알루로닉애씨드, 쇠비름추출물, 프룩탄, 글루코오스, 펜틸렌글라이콜, 하이드롤라이즈드콜라겐, 판테놀, 마데카소사이드, 데실글루코사이드, 폴리글리세릴-10라우레이트, 카프릴릴글라이콜, 포스파티딜콜린, 엑토인, 세라마이드엔피, 레스베라트롤, 알란토인, 베타-시토스테롤",4.8
E249,에센스/세럼/앰플,아비브,부활초 비피다 세럼 퍼밍 드롭 더블,"정제수, 트루로즈오브예리코추출물, 부틸렌글라이콜, 글리세린, 카프릴릭/카프릭트라이글리세라이드, 1,2-헥산다이올, 나이아신아마이드, 메틸프로판다이올, 비피다발효용해물, 마카다미아씨오일, 메도우폼씨오일, 락토바실러스발효물, 시어버터, 퀸즈랜드넛오일, 올리브오일, 호호바씨오일, 포도씨오일, 소듐하이알루로네이트, 카카오추출물, 비피다발효여과물, 수용성콜라겐, 판테놀, 펜틸렌글라이콜, 하이드로제네이티드레시틴, 소듐폴리아크릴로일다이메틸타우레이트, 스쿠알란, 하이드로제네이티드폴리데센, 수크로오스팔미테이트, 트라이아이소스테아린, 트로메타민, 프로판다이올, 에틸헥실글리세린, 아데노신, 소듐다이라우미도글루타미드라이신, 글루코실루틴, 세라마이드엔피, 폴리글리세릴-10라우레이트, 폴리글리세릴-3메틸글루코오스다이스테아레이트, 덱스트린, 베타-글루칸, 소듐아스코빌포스페이트, 토코페롤, 바쿠치올, 트레할로오스, 다이프로필렌글라이콜, 피토스핑고신, 옥틸도데칸올, 포스파티딜콜린, 아시아티코사이드, 아시아틱애씨드, 글라이코리피드, 마데카식애씨드, 팔미토일트라이펩타이드-5, 솔비톨, 카보머, 잔탄검",4.7
E250,에센스/세럼/앰플,VT,피디알엔 에센스 100,"정제수, 아이소프로필미리스테이트, 산양삼추출물, 카프릴릭/카프릭트라이글리세라이드, 세틸에틸헥사노에이트, 글리세린, 프로판다이올, 나이아신아마이드, 폴리글리세릴-2다이폴리하이드록시스테아레이트, 피이지-30다이폴리하이드록시스테아레이트, 폴리글리세릴-3다이아이소스테아레이트, 1,2-헥산다이올, 토코페롤, 하이드록시아세토페논, 해바라기씨오일, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 알지닌, 아데노신, 세라마이드엔피, 바오밥나무씨오일, 다이소듐이디티에이, 하이드로제네이티드레시틴, 알란토인, 스쿠알란, 판테놀, 폴리글루쿠로닉애씨드, 세라마이드엔에스, 세라마이드에이에스, 세라마이드이오피, 세라마이드에이피, 소듐디엔에이",4.8
E251,에센스/세럼/앰플,아이소이,브라이트닝 잡티세럼 더블 2,"정제수, 다마스크장미꽃수, 글리세린, 알부틴, 프로판다이올, 나이아신아마이드, 베타인, 다마스크장미꽃오일(불가리아 공인), 소듐디엔에이, 다마스크장미꽃추출물, 3-O-에틸아스코빅애씨드, 페룰릭애씨드, 트레할로오스, 알지닌, 알란토인, 판테놀, 잔탄검, 소듐하이알루로네이트크로스폴리머, 하이드롤라이즈드글라이코사미노글리칸, 소듐하이알루로네이트, 하이드롤라이즈드하이알루로닉애씨드, 하이알루로닉애씨드, 약모밀추출물, 밤껍질추출물, 흰버드나무껍질추출물, 병풀추출물, 부틸렌글라이콜, 고삼뿌리추출물, 비타민나무열매추출물, 카보머, 1,2-헥산다이올, 포트마리골드꽃추출물, 황금추출물, 모란뿌리추출물, 스페인감초뿌리추출물, 시트로넬올※, 제라니올※ ※식물유래 에센셜오일 자체에 원래 포함된 성분",4.8
E252,에센스/세럼/앰플,달바,비타 토닝 캡슐 세럼,"[본품_비타 토닝 캡슐 세럼 50ml] 비타민나무수(810,841ppm), 글리세린, 정제수, 나이아신아마이드(20,000ppm), 1,2-헥산다이올, 카프릴릭/카프릭/석시닉트라이글리세라이드, 아이소펜틸다이올, 오일팜오일, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 알지닌, 부틸렌글라이콜, 향료, 카프릴릭/카프릭트라이글리세라이드, 잔탄검, 꽃송이버섯추출물, 덱스트린팔미테이트, 아데노신, 아이소노닐아이소노나노에이트, 판테놀(100ppm), 라벤더꽃추출물, 마트리카리아꽃추출물, 보리지추출물, 수레국화꽃추출물, 클레리추출물, 히아신스전초추출물, 한련초추출물, 마카다미아씨오일, 유비퀴논, 글루타티온, 에틸헥실글리세린, 인도멀구슬나무잎추출물, 다이프로필렌글라이콜, 폴리글루타믹애씨드, 유채스테롤, 콜레스테롤, 피토스테릴/베헤닐/옥틸도데실라우로일글루타메이트, 폴리글리세릴-10올리에이트, 드럼스틱씨오일, 하이드로제네이티드레시틴, 감추출물, 병풀추출물, 쌀추출물, 쑥잎추출물, 아스코빅애씨드(1,000ppb), 소듐아스코빌포스페이트(0.5ppm), 포타슘세틸포스페이트, 실리카다이메틸실릴레이트, 흰서양송로추출물, 세라마이드엔피, 피토스테롤, 달맞이꽃오일, 돌콩오일, 비타민나무열매오일(0.016ppm), 아보카도오일, 동백나무씨오일, 토코페롤(0.0154ppm), 올리브오일, 해바라기씨오일, 다이소듐이디티에이, 폴리글리세릴-10다이아이소스테아레이트, 메나다이온(0.00025ppm), 리놀레익애씨드, 리날룰, 헥실신남알, 리모넨",4.9
E253,에센스/세럼/앰플,브이앤에이뷰티,안티옥시던트 래디언스 앰플,"정제수, 프로판다이올, 아이소펜틸다이올, 나이아신아마이드, 부틸렌글라이콜, 메틸프로판다이올, 1,2-헥산다이올, 베타인, 폴리글리세릴-10라우레이트, 3-O-에틸아스코빅애씨드, 카보머, 판테놀, 트로메타민, 에틸헥실글리세린, 마트리카리아추출물, 오레가노추출물, 살비아추출물, 비피다발효용해물, 펜틸렌글라이콜, 글리세린, 아데노신, 아세틸글루코사민, 다이소듐이디티에이, 페룰릭애씨드, 엑토인, 소듐하이알루로네이트, 센티드제라늄꽃오일, 베르가모트오일, 베타-글루칸, 프렌치로즈꽃추출물, 오렌지껍질오일, 유칼립투스잎오일, 토코페롤, 데이지꽃추출물, 카카두플럼추출물, 별꽃추출물, 락토바실러스발효물, 글루타티온, 소듐벤조에이트, 포타슘솔베이트, 락틱애씨드, 마데카소사이드, 씨대퍼딜추출물, 알란토인, 푸마릭애씨드, 카르노신, 다이펩타이드-4, 노나펩타이드-1, 제라니올, 리날룰, 시트로넬올, 리모넨",4.9
E254,에센스/세럼/앰플,VT,산삼 피디알엔 에센스 100,"정제수, 아이소프로필미리스테이트, 카프릴릭/카프릭트라이글리세라이드, 세틸에틸헥사노에이트, 글리세린, 프로판다이올, 나이아신아마이드, 폴리글리세릴-2다이폴리하이드록시스테아레이트, 피이지-30다이폴리하이드록시스테아레이트, 폴리글리세릴-3다이아이소스테아레이트, 1,2-헥산다이올, 토코페롤, 하이드록시아세토페논, 해바라기씨오일, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 알지닌, 아데노신, 세라마이드엔피, 바오밥나무씨오일, 다이소듐이디티에이, 하이드로제네이티드레시틴, 알란토인, 스쿠알란, 판테놀, 폴리글루쿠로닉애씨드, 세라마이드엔에스, 세라마이드에이에스, 세라마이드이오피, 세라마이드에이피, 산양삼추출물, 소듐디엔에이(0.5ppm)",4.9
