product_id,ingredient_id
63,3
63,17
63,2
63,12
63,49
63,24
63,8
63,15
63,10
63,0
63,7
63,86
63,75
63,1
63,16
63,40
63,20
63,46
63,34
63,18
63,74
63,60
63,27
63,45
64,31
64,4
64,3
64,26
64,8
64,86
64,51
64,41
64,6
64,28
64,7
64,15
64,16
64,75
64,38
64,47
64,32
64,0
64,37
64,78
64,21
64,25
64,43
64,81
64,54
64,33
64,11
64,9
64,71
64,69
64,29
64,18
65,1
65,63
66,31
66,4
66,17
66,19
66,9
66,15
66,0
66,6
66,7
66,1
66,13
66,37
66,3
66,66
66,78
67,3
67,77
67,4
67,13
67,31
67,26
67,65
67,72
67,1
67,8
67,10
67,19
67,6
67,9
67,48
67,69
67,29
67,64
67,18
67,17
67,23
67,34
67,59
67,27
67,22
67,32
67,0
67,37
67,42
68,17
68,4
68,43
68,3
68,15
68,19
68,9
68,76
68,8
68,0
68,6
68,1
68,27
68,48
68,5
69,2
69,15
70,17
70,2
70,15
70,0
70,19
70,23
70,7
70,12
70,8
70,16
70,40
70,33
70,5
70,24
70,1
70,18
70,59
70,27
70,34
70,60
70,45
71,3
71,4
71,10
71,41
71,11
71,9
71,14
71,6
71,48
71,32
72,14
72,4
72,17
72,32
72,11
72,23
72,6
72,30
72,7
72,15
72,2
72,74
72,47
72,8
72,26
72,16
72,0
73,3
73,77
73,17
73,0
73,10
73,22
73,11
73,9
73,42
73,37
73,46
73,5
73,1
73,8
73,27
73,16
74,3
74,4
74,2
74,0
74,15
74,6
74,10
74,7
74,1
74,80
74,26
74,62
74,53
74,61
74,38
75,14
75,3
75,11
75,26
75,23
75,15
75,7
75,17
75,2
76,13
76,17
76,51
76,7
76,10
76,22
76,28
76,1
76,24
77,14
77,4
77,1
77,15
77,6
77,75
77,51
77,0
78,51
78,85
78,75
78,63
78,69
78,22
79,22
79,68
79,37
79,42
79,72
79,65
80,3
80,13
80,17
80,2
80,0
80,10
80,7
80,15
80,86
80,5
81,4
81,13
81,85
81,15
81,41
81,1
81,63
81,20
82,3
82,77
82,0
82,7
82,27
82,18
82,1
82,28
82,51
83,51
83,81
83,63
85,26
86,2
86,26
86,66
86,3
86,76
86,0
86,46
87,17
87,43
87,19
87,8
87,9
87,0
87,6
87,7
87,48
87,22
87,1
87,50
87,5
88,3
88,2
88,13
88,51
88,38
88,20
88,28
89,80
89,8
89,46
89,3
89,0
89,19
89,23
89,15
89,55
89,26
89,13
89,21
89,12
90,14
90,4
90,77
90,1
90,18
90,27
90,3
90,46
90,0
90,6
90,55
90,9
90,48
90,5
90,34
90,11
90,10
91,13
91,51
91,86
91,7
91,32
91,15
91,6
91,1
91,28
91,65
91,72
91,38
91,16
92,3
92,23
92,81
92,20
92,5
93,31
93,4
93,75
93,86
93,46
93,7
93,38
93,26
93,13
93,66
93,1
93,34
93,18
93,27
93,59
94,14
94,4
94,80
94,31
94,1
94,46
94,3
94,24
94,19
94,12
94,0
94,6
94,8
94,41
94,9
94,64
94,2
94,34
94,16
94,15
94,73
94,5
94,23
94,10
94,22
95,4
95,75
95,51
95,15
95,0
95,20
95,28
95,6
95,46
95,7
95,86
95,1
95,84
95,79
95,23
96,2
96,26
96,66
96,3
96,76
96,0
96,46
96,17
96,80
96,23
96,11
96,15
97,4
97,13
97,6
97,1
97,10
97,63
97,22
98,4
98,31
98,52
98,74
98,0
98,6
98,7
98,23
98,41
98,15
98,11
98,2
98,86
98,34
98,1
98,59
98,18
98,27
98,60
98,45
98,22
99,14
99,4
99,2
99,10
99,41
99,1
100,80
100,14
100,46
100,17
100,23
100,11
100,0
100,6
100,55
100,22
100,15
100,51
100,28
100,2
100,5
100,16
100,8
101,3
101,14
101,31
101,4
101,13
101,26
101,8
101,1
101,32
101,0
101,6
101,7
101,11
101,9
101,64
101,29
101,20
101,12
101,5
101,24
101,16
101,10
102,14
102,63
102,56
102,51
102,22
102,7
102,28
102,66
102,45
102,1
102,24
102,5
102,47
102,42
102,37
102,78
102,68
103,4
103,3
103,11
103,52
103,6
103,23
103,7
103,15
103,10
103,8
103,24
103,38
103,16
103,53
103,33
103,40
104,14
104,3
104,32
104,17
104,46
104,6
104,86
104,55
104,23
104,2
104,5
105,13
105,51
105,7
105,22
105,28
105,85
105,78
105,68
106,2
106,8
106,5
106,26
106,27
106,18
106,66
106,49
106,0
106,22
107,77
107,17
107,15
107,0
107,7
107,28
107,51
107,3
108,3
108,17
108,15
108,7
108,65
108,23
108,72
108,48
108,12
109,14
109,31
109,4
109,52
109,17
109,15
109,2
109,3
109,41
109,7
109,6
109,38
109,16
109,11
109,53
109,29
109,0
109,46
109,48
109,1
109,23
109,84
110,40
110,1
110,14
110,25
110,21
110,8
110,6
110,11
110,32
110,33
110,0
110,23
110,51
110,28
110,7
111,13
111,14
111,3
111,2
111,1
111,18
111,27
111,60
111,34
111,45
111,59
111,17
111,0
111,9
111,5
111,11
112,24
112,63
112,19
112,85
112,5
112,1
113,0
113,7
113,48
113,51
113,8
113,14
113,44
113,36
113,2
113,29
113,21
113,16
113,15
113,1
113,40
113,42
113,68
113,78
114,12
114,3
114,4
114,14
114,2
114,47
114,20
114,69
114,0
114,6
114,51
114,7
114,5
114,28
114,50
114,1
114,60
114,45
114,18
114,27
114,34
114,59
114,46
114,65
114,8
114,73
114,82
114,22
115,3
115,4
115,40
115,86
115,16
115,0
115,6
115,8
115,49
115,24
115,12
115,51
115,28
115,7
116,63
116,19
116,28
116,1
116,20
116,11
117,3
117,14
117,13
117,72
117,65
117,26
117,2
117,20
117,0
117,9
117,15
117,64
117,38
117,48
117,53
117,5
117,61
117,62
117,11
117,10
117,7
117,37
117,68
117,42
117,78
118,77
118,2
118,52
118,80
118,1
118,20
118,51
118,28
118,7
118,85
118,82
118,22
118,63
119,13
119,63
119,28
119,22
120,12
120,4
120,2
120,76
120,15
120,19
120,23
120,26
120,6
120,7
120,18
120,8
120,16
120,53
120,61
120,62
120,20
120,84
120,79
121,85
121,13
121,22
122,3
122,14
122,31
122,4
122,13
122,77
122,26
122,8
122,32
122,0
122,23
122,11
122,6
122,7
122,64
122,29
122,16
122,5
122,76
122,12
122,22
123,77
123,14
123,19
123,9
123,6
123,7
123,86
123,1
124,14
124,4
124,3
124,15
124,0
124,6
124,7
124,10
124,86
124,1
124,23
124,29
124,20
124,22
124,37
124,42
125,14
125,13
125,32
125,17
125,46
125,15
125,2
125,7
125,45
125,0
125,22
126,3
126,37
126,0
126,29
126,66
126,5
127,4
127,3
127,46
127,17
127,2
127,0
127,30
127,6
127,7
127,75
127,1
127,5
127,38
127,15
127,28
127,78
127,42
127,68
127,37
128,31
128,4
128,26
128,8
128,1
128,17
128,14
128,10
128,11
128,29
128,7
128,6
128,9
128,18
128,5
128,34
128,2
128,27
128,71
128,59
128,22
128,0
128,13
128,37
128,42
129,3
129,31
129,4
129,2
129,14
129,32
129,13
129,10
129,0
129,6
129,51
129,7
129,28
129,22
129,18
129,27
129,1
129,26
129,47
129,80
129,79
129,84
130,3
130,4
130,14
130,2
130,0
130,41
130,10
130,8
130,27
130,13
130,29
130,16
130,66
131,17
131,43
131,19
131,8
131,9
131,0
131,6
131,48
131,1
131,46
131,5
132,17
132,51
132,28
132,64
132,2
132,63
132,22
132,42
132,37
133,14
133,9
133,32
133,0
133,7
133,10
133,65
133,72
134,63
134,85
134,76
134,22
135,49
135,8
135,14
135,2
135,41
135,44
135,36
135,32
135,12
135,21
135,25
135,20
135,33
135,10
136,17
136,52
136,77
136,19
136,9
136,0
136,3
136,15
136,22
136,37
136,39
136,13
136,42
136,35
136,5
136,29
137,4
137,17
137,2
137,15
137,41
137,10
137,7
137,0
137,5
138,17
138,2
138,46
138,0
138,1
138,39
138,12
139,14
139,17
139,3
139,2
139,13
139,16
139,0
139,1
139,8
139,19
139,9
139,11
139,25
139,48
139,68
139,7
140,81
141,17
141,22
141,0
141,10
141,7
141,3
141,82
141,80
141,5
142,3
142,15
142,2
142,0
142,1
142,7
142,48
142,38
142,17
142,30
142,11
142,9
142,27
142,18
143,2
143,38
143,53
143,26
143,66
143,3
143,0
143,46
143,17
143,80
143,23
143,11
143,15
144,3
144,63
144,7
144,15
144,85
144,28
145,14
145,4
145,17
145,1
145,52
145,20
145,7
145,22
145,63
146,3
146,27
146,18
146,1
146,0
146,26
146,65
146,72
146,86
146,51
146,32
146,53
146,62
146,38
146,61
146,7
146,28
147,3
147,2
147,0
147,15
147,6
147,10
147,7
147,1
147,80
147,26
147,53
147,61
147,38
148,77
148,14
148,2
148,3
148,19
148,0
148,9
148,7
148,22
148,29
148,1
148,5
148,70
148,21
148,81
148,4
148,39
148,11
148,76
148,35
148,86
148,33
148,54
148,25
148,63
149,4
149,13
149,85
149,15
149,41
149,1
149,63
149,20
150,3
150,77
150,17
150,11
150,20
150,8
150,12
150,2
150,0
150,7
150,9
150,1
150,16
150,40
150,54
150,73
150,82
151,14
151,31
151,13
151,67
151,17
151,39
151,46
151,20
151,19
151,9
151,16
151,35
151,8
151,0
151,24
151,15
151,18
151,50
151,3
152,3
152,4
152,2
152,15
152,11
152,9
152,29
152,24
152,12
152,16
152,8
153,14
153,4
153,32
153,86
153,3
153,0
153,6
153,26
153,7
153,10
153,27
153,18
153,1
153,53
153,62
153,61
153,8
153,50
154,3
154,1
154,52
154,27
154,59
154,29
154,2
154,13
154,20
155,3
155,2
155,13
155,51
155,38
155,20
155,28
156,3
156,27
156,18
156,1
156,65
156,72
156,66
156,86
156,15
156,0
156,32
156,10
157,3
157,13
157,17
157,2
157,0
157,12
157,7
157,47
157,10
157,8
157,69
157,16
157,5
157,15
157,34
157,1
157,75
157,18
157,27
158,15
158,1
158,26
158,29
158,68
158,78
159,31
159,3
159,77
159,26
159,8
159,1
159,2
159,51
159,0
159,41
159,28
159,48
159,16
159,5
160,17
160,2
160,11
160,38
160,5
160,66
161,13
161,3
161,17
161,2
161,0
161,15
161,10
161,7
162,17
162,11
162,9
162,0
162,55
162,5
163,2
163,14
163,77
163,4
163,26
163,53
163,38
163,16
163,1
163,18
163,62
163,61
163,34
163,45
163,8
163,3
163,51
163,17
163,28
163,60
163,6
163,13
163,12
163,0
164,3
164,15
164,2
164,0
164,1
164,7
164,48
164,38
164,12
164,14
164,50
164,44
164,36
164,30
164,19
164,9
164,64
164,17
164,10
164,6
164,5
164,27
164,18
165,14
165,4
165,16
165,86
165,59
165,18
165,60
165,1
165,34
165,66
165,17
165,2
165,52
165,8
165,19
165,9
165,40
165,33
165,54
165,13
165,0
166,75
166,52
166,23
166,11
166,0
166,7
166,12
166,49
166,8
166,24
166,3
166,40
166,16
166,5
166,2
166,60
166,34
166,1
166,18
166,27
166,45
166,84
167,14
167,4
167,19
167,9
167,13
167,0
167,6
167,8
167,7
167,38
167,20
167,16
167,2
167,5
167,79
168,13
168,3
168,17
168,2
168,0
168,15
168,10
168,7
169,14
169,17
169,15
169,2
169,52
169,1
169,34
169,59
169,45
169,13
169,7
169,0
170,31
170,17
170,26
170,66
170,8
170,28
170,41
170,51
170,81
170,16
170,22
170,63
170,0
170,42
170,37
171,63
171,1
171,9
172,14
172,17
172,2
172,51
172,28
172,26
172,10
173,14
173,77
173,46
173,21
173,17
173,9
173,19
173,0
173,6
173,72
173,65
173,1
173,18
173,26
173,48
173,8
173,50
173,16
173,47
173,22
173,37
173,42
174,3
174,8
174,23
174,17
174,28
174,7
174,0
174,51
174,73
174,5
174,10
175,24
175,73
175,76
175,0
175,3
175,7
175,11
175,27
175,66
175,10
175,16
175,5
176,29
176,17
176,2
176,15
176,5
176,0
176,7
177,14
177,17
177,2
177,15
177,86
177,75
177,1
177,47
177,60
177,45
177,18
177,27
177,59
177,34
177,74
177,23
177,0
177,30
177,39
177,19
177,35
177,7
178,14
178,77
178,4
178,80
178,1
178,46
178,21
178,17
178,19
178,9
178,6
178,78
178,68
179,3
179,23
179,47
179,48
179,28
180,13
180,3
180,75
180,65
180,72
180,18
180,17
180,32
180,2
180,0
180,15
180,14
180,5
180,84
180,7
180,10
181,29
181,17
181,2
181,15
181,5
181,0
181,7
182,13
182,31
182,50
182,2
182,86
182,0
182,55
182,15
182,5
182,3
182,76
182,8
182,33
182,16
182,40
182,21
183,14
183,3
183,13
183,4
183,26
183,8
183,2
183,19
183,9
183,7
183,17
183,29
183,38
183,16
183,61
183,53
183,62
183,0
183,20
184,13
184,75
184,1
184,26
184,18
184,17
184,2
184,0
184,5
184,7
184,10
185,3
185,77
185,13
185,1
185,27
185,2
185,9
185,41
185,76
185,11
185,10
185,7
186,32
186,3
186,0
186,51
186,28
186,7
186,10
186,27
186,18
186,1
186,86
186,47
186,79
186,84
187,14
187,63
187,51
187,28
187,1
188,14
188,17
188,2
188,51
188,28
188,26
188,10
188,24
188,3
188,4
188,13
188,67
188,39
188,83
188,19
188,9
188,35
188,38
188,5
188,0
189,4
189,52
189,15
189,38
189,53
189,61
189,62
189,1
189,18
189,59
189,27
189,60
189,13
189,34
189,45
189,16
189,12
189,40
189,8
189,2
189,41
189,6
189,10
189,47
189,39
189,28
189,32
189,0
189,20
189,7
190,4
190,86
190,9
190,10
190,0
190,82
190,1
190,53
190,61
190,76
190,62
190,38
190,5
191,3
191,43
191,50
191,25
191,75
191,34
191,1
191,18
191,27
191,2
191,29
191,38
191,16
191,47
191,15
191,11
191,64
191,0
191,55
191,20
192,4
192,17
192,2
192,11
192,6
192,7
192,29
192,22
192,0
193,86
193,31
193,77
193,9
193,20
193,47
193,2
193,69
193,0
193,55
193,14
193,15
193,32
193,46
193,5
193,13
193,8
193,16
194,26
194,1
194,8
194,17
194,23
194,32
194,19
194,2
194,41
194,0
194,7
194,11
194,31
194,29
194,5
194,69
194,18
194,3
194,55
194,12
195,77
195,13
195,80
195,69
195,2
195,17
195,29
195,6
195,79
195,84
195,26
195,8
195,19
195,9
195,0
195,30
195,41
195,31
195,55
195,16
195,5
195,3
195,10
195,12
195,20
195,22
196,14
196,13
196,4
196,20
196,28
196,10
197,75
197,7
197,15
197,69
197,85
197,28
198,26
198,3
198,2
198,39
198,17
198,20
198,0
198,7
198,15
198,35
198,14
198,8
198,1
198,60
198,18
198,27
198,59
198,38
198,16
198,53
198,61
198,62
198,45
199,3
199,0
199,11
199,9
199,15
199,22
199,5
199,1
199,18
199,34
199,27
199,45
200,7
200,4
200,75
200,15
200,69
200,85
200,28
200,5
201,3
201,14
201,2
201,1
201,15
201,7
201,27
201,9
201,13
201,22
201,38
201,12
201,8
201,47
201,23
201,28
201,42
202,0
202,51
202,66
202,26
202,1
202,28
202,55
202,29
202,15
202,20
203,3
203,14
203,31
203,4
203,13
203,77
203,26
203,8
203,32
203,0
203,23
203,11
203,6
203,7
203,64
203,29
203,16
203,5
203,76
203,12
203,22
203,9
204,3
204,31
204,4
204,2
204,61
204,53
204,62
204,38
204,15
204,80
204,5
204,16
204,29
204,57
204,17
204,41
204,46
204,8
204,48
204,14
204,0
205,2
205,15
205,11
205,9
205,1
205,26
206,31
206,4
206,13
206,8
206,6
206,0
207,17
207,2
207,1
207,18
207,27
207,34
207,16
207,3
207,8
207,37
208,3
208,17
208,12
208,19
208,22
208,9
208,0
208,6
208,7
208,63
209,14
209,26
209,4
209,51
209,86
209,0
209,6
209,7
209,41
209,17
209,27
209,11
209,9
210,4
210,17
210,15
210,20
210,6
210,28
210,26
210,71
211,10
211,85
211,53
212,14
212,17
212,32
212,15
212,10
212,11
212,9
212,2
212,26
212,38
212,1
212,0
212,18
212,45
213,13
213,1
214,14
214,22
214,3
214,0
214,42
214,37
214,13
214,63
214,5
214,7
215,14
215,3
215,12
215,8
215,19
215,48
215,9
215,80
215,0
215,22
215,30
215,7
215,6
215,1
215,73
215,5
217,4
217,3
217,0
217,2
217,6
217,64
217,5
217,1
217,66
217,18
217,34
217,27
217,45
218,4
218,14
218,32
218,85
218,18
218,20
218,6
218,7
219,3
219,14
219,17
219,26
219,62
219,53
219,61
219,1
219,2
219,80
219,86
219,46
219,41
219,0
220,17
220,55
220,3
220,29
220,10
220,46
220,47
220,42
221,14
221,31
221,3
221,2
221,38
221,26
221,23
221,7
222,14
222,19
222,9
222,6
222,7
222,13
222,38
222,53
222,8
222,40
222,5
222,16
222,15
222,60
222,2
222,3
222,34
222,1
222,29
222,18
222,27
223,4
223,0
224,13
224,3
224,85
224,34
224,10
224,0
224,20
225,13
225,14
225,11
225,63
225,3
225,1
225,7
225,75
225,10
225,18
225,45
225,59
225,60
225,34
226,77
226,4
226,66
226,26
226,1
226,8
226,17
226,19
226,9
226,15
226,10
226,6
226,64
226,22
226,63
227,14
227,1
227,16
227,8
227,40
227,33
227,54
227,20
227,0
227,7
227,37
227,42
228,3
228,31
228,4
228,32
228,0
228,11
228,6
228,7
228,9
228,65
228,72
228,28
228,51
228,27
228,18
228,1
228,77
228,17
228,15
228,2
229,14
229,17
229,3
229,2
229,0
229,23
229,11
229,7
229,75
229,47
229,82
229,10
229,29
229,28
230,31
230,77
230,81
230,2
230,28
230,1
230,82
230,3
230,34
230,13
230,26
230,18
230,85
230,5
230,0
230,27
231,3
231,14
231,4
231,17
231,8
231,46
231,19
231,9
231,0
231,7
232,4
232,14
232,32
232,85
232,18
232,20
232,6
232,7
233,31
233,70
233,12
233,11
233,8
233,23
233,2
233,22
233,21
233,7
233,33
233,15
233,1
233,27
233,18
233,60
233,59
233,13
233,5
233,34
233,45
233,16
234,3
234,1
234,7
234,18
234,45
235,2
235,0
235,1
235,10
235,15
235,7
235,29
235,5
236,13
236,28
236,22
237,12
237,16
237,15
237,2
237,1
237,45
237,34
237,59
237,52
237,77
237,13
237,74
237,19
237,10
237,9
237,7
237,0
238,3
239,76
239,63
239,22
240,51
240,20
240,0
240,46
240,14
240,28
240,1
241,2
241,27
241,15
241,0
241,28
241,17
241,24
241,52
241,82
241,13
241,16
241,20
241,1
241,40
242,14
242,26
242,1
242,51
242,32
242,0
242,10
242,28
242,7
242,86
242,5
242,53
242,38
242,31
242,61
242,62
242,4
242,23
242,71
242,37
243,37
243,42
243,68
243,5
244,3
244,4
244,26
244,66
244,16
244,1
244,60
244,45
244,18
244,27
244,79
244,84
244,8
244,6
244,11
244,9
244,12
244,14
244,25
244,34
244,40
244,7
244,0
244,20
245,3
245,86
245,4
245,9
245,14
245,80
245,1
245,26
245,77
245,32
245,0
245,6
245,70
245,24
245,8
245,12
245,48
245,5
245,2
245,52
245,16
245,46
245,53
245,62
245,61
245,38
245,84
245,79
245,7
246,3
246,4
246,32
246,2
246,10
246,15
246,41
246,6
246,48
246,7
246,47
246,0
246,1
247,14
247,13
247,1
247,3
247,9
247,20
247,76
247,0
247,11
247,7
247,63
247,22
248,31
248,17
248,15
248,20
248,0
248,2
248,10
248,7
248,18
248,13
248,1
248,75
248,47
248,45
248,34
248,60
248,59
248,27
249,14
249,52
249,2
249,1
249,18
249,45
249,34
249,59
249,15
249,65
249,72
249,17
249,9
249,13
249,10
249,7
249,11
249,74
249,0
250,3
250,14
250,41
250,15
250,1
250,27
250,66
250,86
250,5
250,17
250,10
250,76
250,48
250,0
250,7
251,31
251,26
251,66
251,8
251,1
251,64
251,17
251,41
251,15
251,6
251,7
251,10
251,16
251,22
251,63
251,0
251,78
251,42
251,68
251,37
252,3
252,70
252,2
252,25
252,11
252,23
252,5
252,15
252,0
252,10
252,8
252,6
252,41
252,7
252,28
252,16
252,21
252,33
252,18
252,14
252,32
252,50
252,24
252,40
253,14
253,2
253,41
253,19
253,9
253,10
253,1
254,22
254,68
254,37
254,78
254,42
255,3
255,70
255,0
255,37
256,14
256,4
256,32
256,20
256,6
256,75
256,86
256,2
256,65
256,72
256,41
256,16
256,15
256,5
256,52
256,3
256,46
256,8
256,53
256,61
256,62
256,18
256,59
256,27
256,1
256,34
256,60
256,45
256,21
256,26
257,3
257,2
257,75
257,86
257,1
257,4
257,84
257,12
257,51
257,28
257,13
257,0
257,37
257,68
257,78
257,42
258,17
258,22
258,0
258,37
258,42
258,5
258,66
259,30
259,4
259,0
259,51
259,28
259,5
260,3
260,51
260,5
260,13
260,0
260,37
260,68
260,78
260,42
261,3
261,14
261,31
261,17
261,15
261,2
261,0
261,1
261,73
261,53
261,61
261,62
261,10
261,5
262,22
262,14
262,26
262,66
262,2
262,15
262,20
262,68
262,37
262,42
263,14
263,4
263,3
263,2
263,17
263,32
263,8
263,6
263,0
263,11
263,9
263,10
263,74
263,1
263,18
263,27
263,48
263,16
263,15
263,40
264,4
264,3
264,28
264,51
264,64
264,86
264,55
265,3
265,77
265,4
265,17
265,11
265,10
265,2
265,22
265,9
265,13
265,0
265,7
265,6
265,23
265,47
265,42
265,37
265,82
265,5
265,84
266,31
266,3
266,4
266,65
266,72
266,1
266,13
266,46
266,30
266,19
266,8
266,2
266,9
266,0
266,15
266,6
266,41
266,86
266,28
266,55
266,48
266,29
266,5
267,3
267,4
267,31
267,13
267,11
267,6
267,30
267,5
267,2
267,9
268,14
268,4
268,2
268,12
268,83
268,17
268,23
268,9
268,19
268,28
268,11
268,41
268,52
268,6
268,29
268,18
268,1
268,48
268,8
268,40
268,46
268,20
268,81
268,16
268,7
268,37
268,68
268,78
268,42
268,30
268,74
268,64
269,14
269,3
269,2
269,70
269,24
269,32
269,12
269,74
269,56
269,8
269,0
269,7
269,27
269,18
269,1
269,47
270,14
270,17
270,4
270,24
270,8
270,0
270,46
270,11
270,9
270,10
270,86
270,51
270,7
270,48
270,28
270,23
270,5
271,24
271,8
271,40
271,22
271,76
271,71
271,7
271,0
271,6
271,38
271,3
271,1
271,5
271,18
271,34
271,27
271,45
272,4
272,70
272,6
272,2
272,15
272,1
272,41
272,26
272,66
272,17
272,5
272,11
272,0
272,25
272,67
272,33
272,21
272,58
272,9
272,7
272,43
272,22
273,3
273,4
273,1
273,18
273,75
273,65
273,72
273,27
273,77
273,2
273,13
273,47
273,69
273,46
273,51
273,41
273,34
273,0
273,6
273,28
273,5
273,10
273,31
273,14
273,26
273,66
273,8
273,11
273,9
273,7
273,29
273,32
274,17
274,4
274,52
274,2
274,75
274,47
274,74
274,1
274,41
274,26
274,65
274,72
274,23
274,19
274,10
274,6
274,7
275,4
275,81
275,50
275,39
275,30
275,9
275,10
275,41
275,76
275,7
275,0
275,35
275,28
275,53
275,61
275,62
275,5
276,4
